card_id	level_requirements	quest	hitpoints	unique_drops	notes	slayer_requirement	attack_styles	equipment_slot	weapon_type	attack_speed	max_hit	aggression	hazards
item.fremennik_red_shirt.3773								Body					
item.fremennik_robe.3793								Body					
item.fremennik_sea_boots_1.13129								Feet					
item.fremennik_sea_boots_2.13130								Feet					
item.fremennik_sea_boots_3.13131								Feet					
item.fremennik_sea_boots_4.13132								Feet					
item.fremennik_shield.3758	30 Defence							Shield					
item.fremennik_skirt.3795								Legs					
item.fremennik_teal_cloak.3783								Cape					
item.fremennik_yellow_cloak.3781								Cape					
item.fresh_monkfish.7942													
item.fried_mushrooms.7082													
item.fried_onions.7084													
item.frog_leather_body.10954	25 Defence, 25 Ranged							Body					
item.frog_leather_boots.10958	25 Defence, 25 Ranged							Feet					
item.frog_leather_chaps.10956	25 Defence, 25 Ranged							Legs					
item.frog_mask.6188								Head					
item.frog_slippers.23288								Feet					
item.frog_spawn.5004													
item.frogburger.10962													
item.frogspawn_gumbo.10961													
item.frozen_abyssal_whip.12774	70 Attack							Weapon	Whip	4			
item.frozen_tear.29895													
item.frozen_whip_mix.12769													
item.fruit_batta.2277													
item.fruit_blast.2084													
item.frying_pan.7441								Weapon	Blunt	6			
item.funky_shaped_log.28138													
item.fur.6814													
item.fury_ornament_kit.12526													
item.gadderhammer.7668	30 Attack							2H	Blunt	5			
item.garden_pie.7178													
item.gardening_boots.5345								Feet					
item.gardening_trowel.5325													
item.garlic.1550													
item.garlic_powder.4668													
item.gas_mask.1506								Head					
item.gauntlet_cape.23859								Cape					
item.gem_bag.766													
item.ghommal_s_avernic_defender_5.27550								Shield					
item.ghommal_s_avernic_defender_6.27552								Shield					
item.ghommal_s_hilt_1.25926								Shield					
item.ghommal_s_hilt_2.25928								Shield					
item.ghommal_s_hilt_3.25930								Shield					
item.ghommal_s_hilt_4.25932								Shield					
item.ghommal_s_hilt_5.25934								Shield					
item.ghommal_s_hilt_6.25936								Shield					
item.ghommal_s_lucky_penny.27544								Ammo					
item.ghorrock_teleport.12778													
item.ghost_buster_500.9906													
item.ghostly_boots.6106								Feet					
item.ghostly_cloak.6111								Cape					
item.ghostly_gloves.6110								Hands					
item.ghostly_hood.6109								Head					
item.ghostly_robe.6107								Body, Legs					
item.ghostspeak_amulet.552								Neck					
item.ghoul_bone.7881													
item.ghrazi_rapier.22324	75 Attack							Weapon	Stab Sword	4			
item.gianne_dough.2171													
item.gianne_s_cook_book.2167													
item.giant_boot.23252								Head					
item.giant_carp.337													
item.giant_egg_sac_full.23517													
item.giant_frog_legs.4517													
item.giant_pouch.5514													
item.giant_rat_bone.7824													
item.giant_seaweed.21504													
item.giant_stopwatch.27414								2H	Blunt	4			
item.gielinor_s_flora_herbs.23017													
item.gilded_2h_sword.20155	40 Attack							2H	2H Sword	7			
item.gilded_adventure_log.20624													
item.gilded_armour_set_lg.13036													
item.gilded_armour_set_sk.13038													
item.gilded_axe.23279	40 Attack, 41 Woodcutting							Weapon	Axe	5			
item.gilded_bench.8114													
item.gilded_boots.12391	40 Defence							Feet					
item.gilded_cape_rack.9820													
item.gilded_chainbody.20149	40 Defence							Body					
item.gilded_clock.8054													
item.gilded_coif.23258								Head					
item.gilded_d_hide_body.23264	40 Defence, 40 Ranged							Body					
item.gilded_d_hide_chaps.23267	40 Ranged							Legs					
item.gilded_d_hide_vambraces.23261	40 Ranged							Hands					
item.gilded_dragonhide_set.23124													
item.gilded_dresser.8051													
item.gilded_four_poster.8588													
item.gilded_full_helm.3486	40 Defence							Head					
item.gilded_hasta.20161	40 Attack							Weapon	Spear	4			
item.gilded_kiteshield.3488	40 Defence							Shield					
item.gilded_magic_wardrobe.9857													
item.gilded_med_helm.20146	40 Defence							Head					
item.gilded_pickaxe.23276	40 Attack, 41 Mining							Weapon	Pickaxe	5			
item.gilded_platebody.3481	40 Defence							Body					
item.gilded_platelegs.3483	40 Defence							Legs					
item.gilded_plateskirt.3485	40 Defence							Legs					
item.gilded_scimitar.12389	40 Attack							Weapon	Slash Sword	4			
item.gilded_smile_flag.8967								Weapon	Banner	4			
item.gilded_spade.23282								2H	Blunt	4			
item.gilded_spear.20158	40 Attack							2H	Spear	4			
item.gilded_sq_shield.20152	40 Defence							Shield					
item.gilded_wardrobe.8044													
item.gin.2019													
item.giral_bat_2.20875													
item.glacial_temotli.29889								2H	Blunt	4			
item.glarial_s_amulet.295								Neck					
item.glassblowing_book.11656													
item.glassblowing_pipe.1785													
item.globetrotter_pendant.28765								Neck					
item.gloves_of_darkness.20134	20 Defence, 40 Magic							Hands					
item.gloves_of_ruin.27434								Hands					
item.gloves_of_silence.10075	54 Hunter							Hands					
item.glowing_dagger.747								Weapon	Stab Sword	4			
item.gnome_amulet.589								Neck					
item.gnome_goggles.9472								Head					
item.gnome_quest_lamp.28553													
item.gnome_scarf.9470								Neck					
item.gnome_spice.2169													
item.gnomeball.751													
item.gnomebowl_mould.2166													
item.gnomish_firelighter.20275													
item.goat_dung.22590													
item.goat_horn_dust.9736													
item.goblin_book.10999													
item.goblin_mail.288													
item.goblin_mask.12251								Head					
item.goblin_village_sphere.11060													
item.godsword_blade.11798													
item.godsword_shard_1.11818													
item.godsword_shard_2.11820													
item.godsword_shard_3.11822													
item.gold_amulet.1692								Neck					
item.gold_amulet_u.1673													
item.gold_bracelet.11068								Hands					
item.gold_coffin.25467								Cape					
item.gold_elegant_blouse.12343								Body					
item.gold_elegant_legs.12349								Legs					
item.gold_elegant_shirt.12347								Body					
item.gold_elegant_skirt.12345								Legs					
item.gold_headband.12303								Head					
item.gold_helmet.4567	30 Defence							Head					
item.gold_leaf.4692													
item.gold_locks.25454													
item.gold_ore_fragment.21535													
item.gold_satchel.10881								Shield					
item.gold_seal.9040													
item.gold_tiara.26788								Head					
item.golden_apron.20208								Body					
item.golden_bowl.723													
item.golden_chef_s_hat.20205								Head					
item.golden_feather.2950													
item.golden_hammer.2949													
item.golden_needle.2951													
item.golden_prospector_boots.25555								Feet					
item.golden_prospector_helmet.25549								Head					
item.golden_prospector_jacket.25551								Body					
item.golden_prospector_legs.25553								Legs					
item.golden_scarab.9028													
item.golden_statuette.9034													
item.golden_tench.22840								Weapon	Blunt	4			
item.golden_tinderbox.2946													
item.golden_wool.3694													
item.goldsmith_gauntlets.776								Hands					
item.golovanova_fruit.13426													
item.golovanova_fruit_top.19653													
item.golovanova_seed.13423													
item.golpar_seed.20906													
item.gorgeous_orange_lily_seed.27038													
item.gorilla_bonemeal.4265													
item.gorilla_bones.3181													
item.gourmet_impling_jar.11242													
item.gout_tuber.6311													
item.goutweed.3261													
item.graahk_fur.10099													
item.graahk_headdress.10051	38 Hunter							Head					
item.graahk_legs.10047	38 Hunter							Legs					
item.graahk_top.10049	38 Hunter							Body					
item.graceful_boots.11860								Feet					
item.graceful_cape.11852								Cape					
item.graceful_gloves.11858								Hands					
item.graceful_hood.11850								Head					
item.graceful_legs.11856								Legs					
item.graceful_top.11854								Body					
item.grail_bell.17													
item.grain.1947								Cape					
item.grand_seed_pod.9469													
item.granite_2kg.6981													
item.granite_500g.6979													
item.granite_5kg.6983													
item.granite_body.10564	50 Strength, 50 Defence							Body					
item.granite_boots.21643	50 Defence							Feet					
item.granite_cannonball.21728													
item.granite_clamp.12849													
item.granite_dust.21726													
item.granite_gloves.21736	50 Strength, 50 Defence							Hands					
item.granite_hammer.21742	50 Attack, 50 Strength							Weapon	Blunt	4			
item.granite_helm.10589	50 Strength, 50 Defence							Head					
item.granite_legs.6809	50 Strength, 50 Defence							Legs					
item.granite_longsword.21646	50 Attack, 50 Strength							Weapon	Slash Sword	5			
item.granite_maul.4153	50 Attack							2H	Blunt	7			
item.granite_ring.21739	50 Strength, 50 Defence							Ring					
item.granite_ring_i.21752	50 Strength, 50 Defence							Ring					
item.granite_shield.3122	50 Strength, 50 Defence							Shield					
item.granite_tablet.28817													
item.grape_barrel.30037													
item.grape_seed.13657													
item.grapes.1987													
item.greater_demon_mask.20023								Head					
item.greater_siren.22835													
item.green_banner.13328								Weapon	Banner	4			
item.green_boater.7323								Head					
item.green_boots.628								Feet					
item.green_candy.24985													
item.green_cape.1027								Cape					
item.green_d_hide_body.1135	40 Defence, 40 Ranged							Body					
item.green_d_hide_chaps.1099	40 Ranged							Legs					
item.green_d_hide_shield.22275	40 Defence, 40 Ranged							Shield					
item.green_d_hide_vambraces.1065	40 Ranged							Hands					
item.green_dark_bow_paint.12759													
item.green_dragon_leather.1745													
item.green_dragon_mask.12518								Head					
item.green_dragonhide.1753													
item.green_dragonhide_set.12865													
item.green_dye.1771													
item.green_elegant_blouse.10432								Body					
item.green_elegant_legs.10414								Legs					
item.green_elegant_shirt.10412								Body					
item.green_elegant_skirt.10434								Legs					
item.green_firelighter.7330													
item.green_gloop_soup.10960													
item.green_goblin_mail.9057													
item.green_hat.658								Head					
item.green_headband.12307								Head					
item.green_logs.7405													
item.green_naval_shirt.8953								Body					
item.green_navy_slacks.8992								Legs					
item.green_robe_bottoms.648								Legs					
item.green_robe_top.638								Body					
item.green_satchel.10878								Shield					
item.green_slayer_helmet.19643	10 Defence							Head					
item.green_slayer_helmet_i.19645	10 Defence							Head					
item.green_spiky_vambraces.10079	40 Ranged							Hands					
item.green_tricorn_hat.8960								Head					
item.greenman_s_ale.1909													
item.greenman_s_ale_m.5743													
item.greenmans_ale_1.5787													
item.greenmans_ale_m4.5873													
item.grey_boots.2894								Feet					
item.grey_gloves.2902								Hands					
item.grey_hat.2900								Head					
item.grey_naval_shirt.8958								Body					
item.grey_navy_slacks.8997								Legs					
item.grey_robe_bottoms.2898								Legs					
item.grey_robe_top.2896								Body					
item.grey_toy_horsey.2526													
item.grey_tricorn_hat.8965								Head					
item.grey_wolf_fur.958													
item.griffin_feather.11196													
item.grimy_ardrigal.1527													
item.grimy_avantoe.211													
item.grimy_buchu_leaf.20907													
item.grimy_cadantine.215													
item.grimy_dwarf_weed.217													
item.grimy_golpar.20904													
item.grimy_guam_leaf.199													
item.grimy_harralander.205													
item.grimy_huasca.30094													
item.grimy_irit_leaf.209													
item.grimy_kwuarm.213													
item.grimy_lantadyme.2485													
item.grimy_marrentill.201													
item.grimy_note.29558													
item.grimy_noxifer.20901													
item.grimy_ranarr_weed.207													
item.grimy_rogue_s_purse.1533													
item.grimy_sito_foil.1529													
item.grimy_snake_weed.1525													
item.grimy_snapdragon.3051													
item.grimy_tarromin.203													
item.grimy_toadflax.3049													
item.grimy_torstol.219													
item.grimy_volencia_moss.1531													
item.grog.1915													
item.ground_bat_bones.2391													
item.ground_guam.6681													
item.group_ironman_bracers.26168								Hands					
item.group_ironman_bracers_unranked.27046								Hands					
item.group_ironman_helm.26156								Head					
item.group_ironman_helm_unranked.27042								Head					
item.group_ironman_platebody.26158								Body					
item.group_ironman_platebody_unranked.27048								Body					
item.group_ironman_platelegs.26166								Legs					
item.group_ironman_platelegs_unranked.27044								Legs					
item.grubby_key.23499													
