card_id	examine_text	source	reference
item.enchanted_lyre_i.23458	This will teleport me to the Fremennik province when I play it.	Old School RuneScape Wiki	Enchanted lyre(i); revision 15273446; canonical ID 23458
item.enchanted_robe.7398	Enchanted Wizards robes.	Old School RuneScape Wiki	Enchanted robe; revision 15182996; canonical ID 7398
item.enchanted_ruby_sickle_b.24695	It's a blessed and enchanted silver sickle with a ruby recessed into it.	Old School RuneScape Wiki	Enchanted ruby sickle (b); revision 15255354; canonical ID 24695
item.enchanted_symbol.21800	An enchanted symbol used to locate magical beings in the Wilderness.	Old School RuneScape Wiki	Enchanted symbol; revision 15188547; canonical ID 21800
item.enchanted_top.7399	Enchanted Wizards robes.	Old School RuneScape Wiki	Enchanted top; revision 15182998; canonical ID 7399
item.energy_mix.11455	One dose of fishy energy potion.	Old School RuneScape Wiki	Energy mix(1); revision 15186275; canonical ID 11455
item.energy_potion.3014	1 dose of energy potion.	Old School RuneScape Wiki	Energy potion(1); revision 15183837; canonical ID 3014
item.enhanced_crystal_teleport_seed.23959	A seed to be sung into an infinite teleport crystal.	Old School RuneScape Wiki	Enhanced crystal teleport seed; revision 15214064; canonical ID 23959
item.enhanced_crystal_weapon_seed.25859	A seed to be sung into the most powerful crystal weaponry.	Old School RuneScape Wiki	Enhanced crystal weapon seed; revision 15190258; canonical ID 25859
item.enhanced_quetzal_whistle_blueprint.29253	An enhanced blueprint for a quetzal whistle.	Pinned RuneLite OSRS cache	build 239; item ID 29253
item.enriched_snapdragon_seed.29538	An enriched snapdragon seed. The herb that grows from this seed will be extra potent!	Old School RuneScape Wiki	Enriched snapdragon seed; revision 15192546; canonical ID 29538
item.ensouled_abyssal_head.13507	The creature's soul is still in here. I could reanimate it with Master Reanimation.	Pinned RuneLite OSRS cache	build 239; item ID 13508
item.ensouled_aviansie_head.13504	The creature's soul is still in here. I could reanimate it with Master Reanimation.	Pinned RuneLite OSRS cache	build 239; item ID 13505
item.ensouled_bear_head.13462	The creature's soul is still in here. I could reanimate it with Basic Reanimation.	Pinned RuneLite OSRS cache	build 239; item ID 13463
item.ensouled_bloodveld_head.13495	The creature's soul is still in here. I could reanimate it with Expert Reanimation.	Pinned RuneLite OSRS cache	build 239; item ID 13496
item.ensouled_chaos_druid_head.13471	The druid's soul is still in here. I could reanimate it with Adept Reanimation.	Pinned RuneLite OSRS cache	build 239; item ID 13472
item.ensouled_dagannoth_head.13492	The creature's soul is still in here. I could reanimate it with Expert Reanimation.	Pinned RuneLite OSRS cache	build 239; item ID 13493
item.ensouled_demon_head.13501	The creature's soul is still in here. I could reanimate it with Expert Reanimation.	Pinned RuneLite OSRS cache	build 239; item ID 13502
item.ensouled_dog_head.13468	The creature's soul is still in here. I could reanimate it with Adept Reanimation.	Pinned RuneLite OSRS cache	build 239; item ID 13469
item.ensouled_dragon_head.13510	The creature's soul is still in here. I could reanimate it with Master Reanimation.	Pinned RuneLite OSRS cache	build 239; item ID 13511
item.ensouled_elf_head.13480	The creature's soul is still in here. I could reanimate it with Adept Reanimation.	Pinned RuneLite OSRS cache	build 239; item ID 13481
item.ensouled_giant_head.13474	The creature's soul is still in here. I could reanimate it with Adept Reanimation.	Pinned RuneLite OSRS cache	build 239; item ID 13475
item.ensouled_goblin_head.13447	The creature's soul is still in here. I could reanimate it with Basic Reanimation.	Pinned RuneLite OSRS cache	build 239; item ID 13448
item.ensouled_hellhound_head.26996	The creature's soul is still in here. I could reanimate it with Expert Reanimation.	Pinned RuneLite OSRS cache	build 239; item ID 26997
item.ensouled_horror_head.13486	The creature's soul is still in here. I could reanimate it with Adept Reanimation.	Pinned RuneLite OSRS cache	build 239; item ID 13487
item.ensouled_imp_head.13453	The creature's soul is still in here. I could reanimate it with Basic Reanimation.	Pinned RuneLite OSRS cache	build 239; item ID 13454
item.ensouled_kalphite_head.13489	The creature's soul is still in here. I could reanimate it with Expert Reanimation.	Pinned RuneLite OSRS cache	build 239; item ID 13490
item.ensouled_minotaur_head.13456	The creature's soul is still in here. I could reanimate it with Basic Reanimation.	Pinned RuneLite OSRS cache	build 239; item ID 13457
item.ensouled_monkey_head.13450	The creature's soul is still in here. I could reanimate it with Basic Reanimation.	Pinned RuneLite OSRS cache	build 239; item ID 13451
item.ensouled_ogre_head.13477	The creature's soul is still in here. I could reanimate it with Adept Reanimation.	Pinned RuneLite OSRS cache	build 239; item ID 13478
item.ensouled_scorpion_head.13459	The creature's soul is still in here. I could reanimate it with Basic Reanimation.	Pinned RuneLite OSRS cache	build 239; item ID 13460
item.ensouled_troll_head.13483	The creature's soul is still in here. I could reanimate it with Adept Reanimation.	Pinned RuneLite OSRS cache	build 239; item ID 13484
item.ensouled_tzhaar_head.13498	The creature's soul is still in here. I could reanimate it with Expert Reanimation.	Pinned RuneLite OSRS cache	build 239; item ID 13499
item.ensouled_unicorn_head.13465	The creature's soul is still in here. I could reanimate it with Basic Reanimation.	Pinned RuneLite OSRS cache	build 239; item ID 13466
item.ent_branch.31032	A branch from an ent.	Pinned RuneLite OSRS cache	build 239; item ID 31032
item.ent_seed.31018	A curious seed left by an ent.	Old School RuneScape Wiki	Ent seed; revision 15206566; canonical ID 31018
item.equa_leaves.2128	Small sweet smelling leaves.	Old School RuneScape Wiki	Equa leaves; revision 15183913; canonical ID 2128
item.equa_toad_s_legs.2154	They're a gnome delicacy apparently.	Old School RuneScape Wiki	Equa toad's legs; revision 15209299; canonical ID 2154
item.escape_crystal.22517	A magical crystal that can transport you out of certain dangerous areas.	Old School RuneScape Wiki	Escape crystal; revision 15210479; canonical ID 22517
item.essence_impling_jar.11246	Essence impling in a jar.	Old School RuneScape Wiki	Essence impling jar; revision 15184955; canonical ID 11246
item.etched_araxyte_fang.33534	A still dripping venomous fang from a powerful araxyte etched with powerful runes.	Pinned RuneLite OSRS cache	build 239; item ID 33534
item.etched_elder_venator_fang.33636	A still dripping bloody fang from a venator etched with powerful runes.	Pinned RuneLite OSRS cache	build 239; item ID 33636
item.eternal_boots.13235	A pair of upgraded infinity boots.	Old School RuneScape Wiki	Eternal boots; revision 15186940; canonical ID 13235
item.eternal_crystal.13227	A powerful crystal of magic.	Pinned RuneLite OSRS cache	build 239; item ID 13227
item.eternal_gem.21270	Like the enchanted gem sold by Slayer Masters, only with an eternal charge.	Old School RuneScape Wiki	Eternal gem; revision 15218253; canonical ID 21270
item.evil_chicken_feet.20433	Perfect for crossing the road in an evil manner.	Old School RuneScape Wiki	Evil chicken feet; revision 15187809; canonical ID 20433
item.evil_chicken_head.20439	Cock-a-doodle-do!	Old School RuneScape Wiki	Evil chicken head; revision 15187810; canonical ID 20439
item.evil_chicken_legs.20442	Evil legs for an evil human wanting to dress like an evil chicken.	Old School RuneScape Wiki	Evil chicken legs; revision 15187808; canonical ID 20442
item.evil_chicken_wings.20436	I look evil and fowl in this.	Old School RuneScape Wiki	Evil chicken wings; revision 15187807; canonical ID 20436
item.excalibur.35	This used to belong to King Arthur.	Old School RuneScape Wiki	Excalibur; revision 15182999; canonical ID 35
item.executioner_s_axe_head.28319	The head of an axe that has killed hundreds.	Old School RuneScape Wiki	Executioner's axe head; revision 15191451; canonical ID 28319
item.expeditious_bracelet.21177	Allows one slayer kill to count as two.	Old School RuneScape Wiki	Expeditious bracelet; revision 15267790; canonical ID 21177
item.experiment_bone.7893	This needs a good polish.	Old School RuneScape Wiki	Experiment bone; revision 15186332; canonical ID 7893
item.expert_mining_gloves.21392	These will help me mine Sandstone, Runite and Amethyst. As well as improve mining for Iron, Silver, Coal, Gold, Mithril, Adamantite.	Old School RuneScape Wiki	Expert mining gloves; revision 15261782; canonical ID 21392
item.explorer_backpack.12514	I'm the Backpack loaded up with things and knick knacks too.	Old School RuneScape Wiki	Explorer backpack; revision 15185981; canonical ID 12514
item.explorer_s_ring_1.13125	A Lumbridge explorer's ring.	Old School RuneScape Wiki	Explorer's ring 1; revision 15186662; canonical ID 13125
item.explorer_s_ring_2.13126	A Lumbridge explorer's ring.	Old School RuneScape Wiki	Explorer's ring 2; revision 15186666; canonical ID 13126
item.explorer_s_ring_3.13127	A Lumbridge explorer's ring.	Old School RuneScape Wiki	Explorer's ring 3; revision 15186680; canonical ID 13127
item.explorer_s_ring_4.13128	A Lumbridge explorer's ring.	Old School RuneScape Wiki	Explorer's ring 4; revision 15242240; canonical ID 13128
item.explosive_barrel.33743	Whatever is in it smells rather potent and unstable.	Old School RuneScape Wiki	Explosive barrel; revision 15266027; canonical ID 33743
item.exquisite_boots.5064	A lovely pair of boots.	Old School RuneScape Wiki	Exquisite boots; revision 15185571; canonical ID 5064
item.exquisite_clothes.5067	Clothes for the sculptor's model.	Old School RuneScape Wiki	Exquisite clothes; revision 15185573; canonical ID 5067
item.extended_anti_venom_4.29824	1 dose of extended super antivenom potion.	Old School RuneScape Wiki	Extended anti-venom+(4); revision 15267078; canonical ID 29824
item.extended_antifire.11957	1 dose of extended anti-firebreath potion.	Old School RuneScape Wiki	Extended antifire(1); revision 15185448; canonical ID 11957
item.extended_antifire_mix.11962	One dose of fishy extended anti-firebreath potion.	Old School RuneScape Wiki	Extended antifire mix(1); revision 15185447; canonical ID 11962
item.extended_stamina_potion.31647	1 dose of extended stamina potion.	Old School RuneScape Wiki	Extended stamina potion(1); revision 15194171; canonical ID 31647
item.extended_super_antifire.22218	1 dose of extended super anti-firebreath potion.	Old School RuneScape Wiki	Extended super antifire(1); revision 15188729; canonical ID 22218
item.extended_super_antifire_mix.22224	One dose of fishy extended super anti-firebreath potion.	Old School RuneScape Wiki	Extended super antifire mix(1); revision 15188730; canonical ID 22224
item.extreme_energy_potion.31623	1 dose of extreme energy potion.	Old School RuneScape Wiki	Extreme energy potion(1); revision 15194169; canonical ID 31623
item.eye_of_ayak.31113	This staff is imbued with demonic power. It is currently uncharged.	Old School RuneScape Wiki	Eye of ayak; revision 15276740; canonical ID 31113
item.eye_of_newt.221	It seems to be looking at me.	Pinned RuneLite OSRS cache	build 239; item ID 221
item.facemask.4164	Stops me breathing in too much dust.	Old School RuneScape Wiki	Facemask; revision 15183974; canonical ID 4164
item.facility_bottle.33077	With proper application of directed exhalations, this complicated technology doubles as a folk instrument.	Old School RuneScape Wiki	Facility bottle; revision 15259882; canonical ID 33077
item.fake_beak.10172	A cheaply made fake beak.	Old School RuneScape Wiki	Fake beak; revision 15185044; canonical ID 10172
item.fake_beard.4593	Makes me itch.	Pinned RuneLite OSRS cache	build 239; item ID 4593
item.falador_shield_1.13117	A shield from Falador.	Old School RuneScape Wiki	Falador shield 1; revision 15186669; canonical ID 13117
item.falador_shield_2.13118	A shield from Falador.	Old School RuneScape Wiki	Falador shield 2; revision 15186670; canonical ID 13118
item.falador_shield_3.13119	A shield from Falador.	Old School RuneScape Wiki	Falador shield 3; revision 15186679; canonical ID 13119
item.falador_shield_4.13120	An elite shield from Falador.	Old School RuneScape Wiki	Falador shield 4; revision 15242228; canonical ID 13120
item.falador_teleport.8009	A teleport to Falador.	Old School RuneScape Wiki	Falador teleport (tablet); revision 15185079; canonical ID 8009
item.falconer_s_glove.10023	A very large, single leather glove.	Old School RuneScape Wiki	Falconer's glove; revision 15183004; canonical ID 10023
item.fancier_boots.28672	The ultimate boots from the Stronghold of Security.	Old School RuneScape Wiki	Fancier boots; revision 15261970; canonical ID 28672
item.fancy_boots.9005	Very nice boots from the Stronghold of Security.	Old School RuneScape Wiki	Fancy boots; revision 15261968; canonical ID 9005
item.fancy_hedge.8207	You can plant this in your garden.	Pinned RuneLite OSRS cache	build 239; item ID 8445
item.fancy_teak_dresser.8049	How does it all fit in there?	Pinned RuneLite OSRS cache	build 239; item ID 8604
item.fancy_tiara.20008	Call me princess.	Old School RuneScape Wiki	Fancy tiara; revision 15187801; canonical ID 20008
item.fangs_of_venenatis.27670	The fangs of a matriarch spider. They seem to maintain a sense of her power.	Pinned RuneLite OSRS cache	build 239; item ID 27670
item.farmer_s_boots.13644	This will help with farming.	Old School RuneScape Wiki	Farmer's boots; revision 15187415; canonical ID 13644
item.farmer_s_boro_trousers.13640	This will help with farming.	Old School RuneScape Wiki	Farmer's boro trousers; revision 15187414; canonical ID 13640
item.farmer_s_jacket.13642	This will help with farming.	Old School RuneScape Wiki	Farmer's jacket; revision 15187412; canonical ID 13642
item.farmer_s_shirt.13643	This will help with farming.	Old School RuneScape Wiki	Farmer's shirt; revision 15187413; canonical ID 13643
item.farmer_s_strawhat.13646	This will help with farming.	Old School RuneScape Wiki	Farmer's strawhat; revision 15187411; canonical ID 13646
item.farming_cape.9810	The cape worn by master farmers.	Old School RuneScape Wiki	Farming cape; revision 15232508; canonical ID 9810
item.farming_hood.9812	Farming skillcape hood.	Old School RuneScape Wiki	Farming hood; revision 15185286; canonical ID 9812
item.farseer_helm.3755	This helmet is worn by farseers.	Old School RuneScape Wiki	Farseer helm; revision 15183007; canonical ID 3755
item.fat_snail.3367	The fat, slimy corpse of a deceased giant snail.	Pinned RuneLite OSRS cache	build 239; item ID 3367
item.fat_snail_meat.3373	A succulently slimy slice of sumptuous snail.	Old School RuneScape Wiki	Fat snail meat; revision 15185778; canonical ID 3373
item.fayrg_bonemeal.4853	A pot of crushed fayrg bones.	Old School RuneScape Wiki	Fayrg bonemeal; revision 15189835; canonical ID 4853
